,Title,Source,Description,Keywords
128,print,https://research.britishmuseum.org/collectionimages/AN00525/AN00525479_001_l.jpg,Woodblock print.Half-length portrait of the actor Arashi Rikaku II as Hisamatsu. Signed and inscribed.,kabuki
129,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792967_001_l.jpg,Small painting. Half-length portrait of a Kabuki actor in the role of a man with one arm raised in the air. Osaka school.,kabuki;actor/actress
130,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792966_001_l.jpg,Small painting. Half-length portrait of a Kabuki actor in the role of a tatooed warrior drawing a sword. Osaka school.,warrior;kabuki;actor/actress
131,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792965_001_l.jpg,Small painting. Half-length portrait of a Kabuki actor in the role of a man holding a pole. Osaka school.,kabuki;actor/actress
132,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792964_001_l.jpg,"Small painting. Half-length portrait of a Kabuki actor in a warrior role, holding a bow. Osaka school.",warrior;kabuki;actor/actress
133,fan-painting,https://research.britishmuseum.org/collectionimages/AN00104/AN00104093_001_l.jpg,"Fan painting (senmen). Okame flying on a crane, with a steam train below. Signed and sealed.",railways;deity;bird
134,Tokaido gojusan-tsugi meiga no shobun ÅEÅE±ÅEµ∑ÅEÅEÅEÅE∫ÅEÅEÅEæÅE∏ÅEÅEßÅEÅEÅEÅEÅEÅEªÅEπÅEÅEÅE∏ÅEÅEÅE,https://research.britishmuseum.org/collectionimages/AN00810/AN00810401_001_l.jpg,Woodblock print. From an album of 36 sheets.,
135,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792988_001_l.jpg,Painting. ?Section of a handscroll. Bust portrait of the Kabuki actor ?Arashi Otohachi II within a circular border.,kabuki;actor/actress
136,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792993_001_l.jpg,Painting. ?Section of a handscroll. Bust portrait of the Kabuki actor Nakamura Utaemon within a circular border. Inscribed.,kabuki;actor/actress
137,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792992_001_l.jpg,Painting. ?Section of a handscroll. Bust portrait of the Kabuki actor Otani Hiroji III within a circular border. Inscribed.,kabuki;actor/actress
138,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792990_001_l.jpg,Painting. ?Section of a handscroll. Bust portrait of the Kabuki actor Arashi Sangoro II within a circular border. Inscribed.,kabuki;actor/actress
139,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792989_001_l.jpg,Painting. ?Section of a handscroll. Bust portrait of the Kabuki actor Yoshizawa Ayame IV within a circular border. Inscribed.,kabuki;actor/actress
140,painting,https://research.britishmuseum.org/collectionimages/AN00792/AN00792987_001_l.jpg,Painting. ?Section of a handscroll. Bust portrait of the Kabuki actor Arashi Hinasuke I within a circular border. Inscribed.,kabuki;actor/actress
141,painting / hanging scroll / e-kamban,https://research.britishmuseum.org/collectionimages/AN00261/AN00261773_001_l.jpg,"Painting, theatrical signboard (e-kamban) mounted as a hanging scroll; ink and colour on paper. Kabuki actors in a scene from an historical play. Signed and sealed.",kabuki;actor/actress
142,Bijin Juyo,https://research.britishmuseum.org/collectionimages/AN00527/AN00527176_001_l.jpg,Woodblock print. Head and shoulders of a woman.,
145,Hashimoto-ya Shiraito no hanashi (Story of the courtesan Shiraito of Hashimoto-ya) / Shinsen azuma nishiki-e (Newly Selected Eastern Brocade Pictures),https://research.britishmuseum.org/collectionimages/AN00437/AN00437610_001_l.jpg,Woodblock print: diptych. Scene in a tea-house.,tea-house;interior
146,triptych print,https://research.britishmuseum.org/collectionimages/AN00690/AN00690051_001_l.jpg,Woodblock print. Genji Hana no en. (illustration to the eighth book of Genji).,
147,Sento Tokuzo jitsu wa Dainichimaru,https://research.britishmuseum.org/collectionimages/AN00534/AN00534652_001_l.jpg,"Woodblock print. Scene from kabuki, Dainichi-maru disguised as the boatman Tokuzo.",boatman/gondolier;kabuki
148,diptych print,https://research.britishmuseum.org/collectionimages/AN00669/AN00669530_001_l.jpg,Diptych woodblock print from an album of 38 sheets. Actors Yaozo and Morita Kanya.,kabuki;actor/actress
149,diptych print,https://research.britishmuseum.org/collectionimages/AN00667/AN00667340_001_l.jpg,Diptych woodblock print from an album of 58 sheets. Actors Koshiro and Kikunojo.,kabuki;actor/actress
150,diptych print,https://research.britishmuseum.org/collectionimages/AN00521/AN00521908_001_l.jpg,Diptych woodblock print from an album of 58 sheets. An Otani actor and Koshiro.  Part 1,kabuki;actor/actress
151,print,https://research.britishmuseum.org/collectionimages/AN00602/AN00602531_001_l.jpg,Woodblock print from an album of 104 sheets. The actor Hyakumura Hyakutaro as the servant Tsumahei. Signed.,servant/domestic worker;kabuki;actor/actress
152,print,https://research.britishmuseum.org/collectionimages/AN00602/AN00602582_001_l.jpg,Woodblock print from an album of 104 sheets. The actor Nakamura Utazo as Enya Hangan. Signed.,kabuki;actor/actress
153,print,https://research.britishmuseum.org/collectionimages/AN00602/AN00602649_001_l.jpg,Woodblock print from an album of 104 sheets. The actor Nakamura Karoku I as the brewer`s daughter Omiwa. Signed.,kabuki;actor/actress
154,print,https://research.britishmuseum.org/collectionimages/AN00602/AN00602664_001_l.jpg,Woodblock print from an album of 104 sheets. The actor Arashi Kitsusaburo II as the hairdresser Tasuke. Signed.,kabuki;hairdresser/barber;actor/actress
155,diptych print,https://research.britishmuseum.org/collectionimages/AN00583/AN00583004_001_l.jpg,Diptych: woodblock prints from an album of 104 sheets. The actor Arashi Kitsusaburo II as (?) Awa no Jurobei. Signed.,kabuki;actor/actress
156,shunga / print,https://research.britishmuseum.org/collectionimages/AN00583/AN00583018_001_l.jpg,Shunga. No.8 of a set of twelve. Lovers and standing lantern (andon). Woodblock-printed. According to register set of seven erotic prints in black only.,lighting;eroticism/sex
157,shunga / print,https://research.britishmuseum.org/collectionimages/AN00583/AN00583020_001_l.jpg,Shunga. Lovers on bed quilts. Woodblock-printed,eroticism/sex
158,shunga / print,https://research.britishmuseum.org/collectionimages/AN00583/AN00583019_001_l.jpg,Shunga. No.10 of a set of twelve. Lovers in front of screen with smoking set. Woodblock-printed. According to register set of seven erotic prints in black only.,smoking;eroticism/sex
159,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00250/AN00250983_001_l.jpg,"Painting, hanging scroll. Standing geisha holding a shamisen. Ink and colours on silk. Signed and sealed. With paulownia storage box.",courtesan/prostitute
160,Muchu no sansui,https://research.britishmuseum.org/collectionimages/AN00536/AN00536924_001_l.jpg,Woodblock print. Rural landscape. Misty landscape. Nishiki-e on paper.,landscape
161,print,https://research.britishmuseum.org/collectionimages/AN00537/AN00537391_001_l.jpg,Woodblock print. Kachoga. Carp in a stream. Nishiki-e on paper.,fish
162,print,https://research.britishmuseum.org/collectionimages/AN00425/AN00425926_001_l.jpg,Woodblock print. Kabuki. Actor Yamashita Kinsaku as a temple dancer holding up a fan. Nishiki-e on paper.,temple;kabuki;dancer;actor/actress
163,painting / hanging scroll,https://research.britishmuseum.org/collectionimages/AN00270/AN00270374_001_l.jpg,"Painting, hanging scroll. Beauty of the Manji era reclining against an arm-rest. Ink and colours on paper. With paulownia storage box.",
164,surimono / print,https://research.britishmuseum.org/collectionimages/AN00535/AN00535793_001_l.jpg,"Woodblock print. Surimono. Bijinga, popular culture. Young girl kneeling, holding a shuttlecock. Poems. Nishiki-e on paper.",sport/pastime;literature;child;bijin
165,surimono / diptych print,https://research.britishmuseum.org/collectionimages/AN00535/AN00535107_001_l.jpg,"Woodblock print, diptych. Kabuki. Surimono. Two actors in character with lines from play, samurai on the right, seated lady holding a furoshiki on the left. Inscription. Nishiki-e on paper. Part 1.",samurai;kabuki;actor/actress
166,Shinpan Orandanyo tsuko no zu,https://research.britishmuseum.org/collectionimages/AN00512/AN00512182_001_l.jpg,Woodblock print.Nagasaki-e. Popular culture. Dutch lady on the arm of a gentleman. Nishiki-e on paper.,foreigner;dutch
167,Komojin-zu,https://research.britishmuseum.org/collectionimages/AN00512/AN00512236_001_l.jpg,"Woodblock print.Nagasaki-e. Popular culture. Dutch man with his kurobo (black servant), with tray. Nishiki-e on paper.",servant/domestic worker;foreigner;dutch
168,nagasaki-e / print,https://research.britishmuseum.org/collectionimages/AN00512/AN00512229_001_l.jpg,"Woodblock print.Nagasaki-e. Contemporary history. The Russian Admiral Putiatine with his officers on waterfront, with soldiers in boats. Nishiki-e on paper. According to register, a British naval party.",soldier;russian;history;boat/ship
169,Orandajin junken no zu,https://research.britishmuseum.org/collectionimages/AN00512/AN00512218_001_l.jpg,"Woodblock print.Nagasaki-e. Popular culture. Figures and carriage, a tour of inspection in the Dutch community. Nishiki-e on paper.",foreigner;dutch;carriage/coach
170,print / envelope,https://research.britishmuseum.org/collectionimages/AN00531/AN00531929_001_l.jpg,"Woodblock print, envelope. Rural landscape. River gorge in Autumn. Nishiki-e on paper.",landscape
171,print / envelope,https://research.britishmuseum.org/collectionimages/AN00531/AN00531956_001_l.jpg,"Woodblock print, envelope. Religious. Shinto drum under maples. Nishiki-e on paper.",tree/bush;religion/belief;musical instrument
172,print / envelope,https://research.britishmuseum.org/collectionimages/AN00531/AN00531931_001_l.jpg,"Woodblock print, envelope. Kachoga. Parakeet on branch. Nishiki-e on paper.",bird
173,print,https://research.britishmuseum.org/collectionimages/AN00537/AN00537364_001_l.jpg,Woodblock print. Kachoga. Bear on a snow-covered pine tree. Nishiki-e on paper.,tree/bush;snow;mammal
174,Sui-sho,https://research.britishmuseum.org/collectionimages/AN00751/AN00751976_001_l.jpg,Woodblock print. Bijinga. Classical series. Girl draped melancholically over window ledge mopping her brow and sipping tea.,tea preparation/drinking;bijin
175,print,https://research.britishmuseum.org/collectionimages/AN00532/AN00532571_001_l.jpg,"Woodblock print. Popular culture. Bijinga. Figure of girl moistening end of letter, with poem inset above on small placard. Nishiki-e on paper.",literature;child;bijin
176,Bijin Go-sekku,https://research.britishmuseum.org/collectionimages/AN00512/AN00512519_001_l.jpg,Woodblock print. Bijinga. Classical series. Hanabito of the Ogiya holding a bag of sweets. Nishiki-e on paper.,food/drink;bijin
177,print,https://research.britishmuseum.org/collectionimages/AN00513/AN00513062_001_l.jpg,Woodblock print. Kabuki. Actor Ichikawa Komazo as a samurai on bank of a river about to draw his sword. Nishiki-e on paper.,samurai;kabuki;arms/armour;actor/actress
178,yokohama-e / print,https://research.britishmuseum.org/collectionimages/AN00512/AN00512192_001_l.jpg,"Woodblock print.Yokohama-e. Englishman on horseback, with inscription about England above. Nishiki-e on paper.",yokohama-e;foreigner;equestrian
179,Jin / Five Virtues,https://research.britishmuseum.org/collectionimages/AN00423/AN00423167_001_l.jpg,Woodblock print. Bijinga. A girl shaving her younger sister's neck. Nishiki-e on paper.,child;bijin
180,diptych print,https://research.britishmuseum.org/collectionimages/AN00420/AN00420808_001_l.jpg,"Woodblock print, diptych (uncut). A doll's festival set, two figures above, screens behind. Urushi-e on paper.",toy;festival
181,drawing,https://research.britishmuseum.org/collectionimages/AN00792/AN00792438_001_l.jpg,Sketch. Man lifting sake cask with one arm. Ink on paper.,food/drink
182,Furyu Yamato Nijushi-ko,https://research.britishmuseum.org/collectionimages/AN00423/AN00423715_001_l.jpg,Woodblock print.Classical series. Popular culture. Shun holding out the needle to a sparrow perched on screen depicting an elephant. Nishiki-e on paper.,bird;elephant
183,print,https://research.britishmuseum.org/collectionimages/AN00516/AN00516201_001_l.jpg,Woodblock print. Popular culture. Spirit of an oiran emerging from the mouth of a fish caught by a man in a river-barge with two women looking on amazed. Nishiki-e on paper.,supernatural;courtesan/prostitute;fish;boat/ship
184,fan-print,https://research.britishmuseum.org/collectionimages/AN00532/AN00532089_001_l.jpg,Woodblock-printed fan-print. Bijinga. Lady hears the cuckoo's first cry. Nishiki-e on paper.,bird;bijin
185,fan-print,https://research.britishmuseum.org/collectionimages/AN00532/AN00532082_001_l.jpg,Woodblock-printed fan-print. Two courtiers and boy in classical dress floating sake cups. Nishiki-e on paper.,child
186,fan-print,https://research.britishmuseum.org/collectionimages/AN00532/AN00532063_001_l.jpg,"Woodblock-printed fan-print. Music, dance and drama. Scene from Noh play with two figures. Nishiki-e on paper.",no;music;dance
187,print,https://research.britishmuseum.org/collectionimages/AN00423/AN00423927_001_l.jpg,Woodblock print. Popular culture. Dance and drama. Duo of ladies singing and playing the samisen respectively. Nishiki-e on paper.,theatre/theatrical life;musical instrument;music;dance
188,triptych print,https://research.britishmuseum.org/collectionimages/AN00690/AN00690195_001_l.jpg,"Woodblock print, triptych. Popular culture. Party disembarking from pleasure boat. Nishiki-e on paper.",boat/ship
189,pentaptych print,https://research.britishmuseum.org/collectionimages/AN00516/AN00516381_001_l.jpg,"Woodblock print, pentatych. Popular culture. Travesty of a daimyo's procession.Set of 5. Nishiki-e on paper.  This image 1926,0217,0.17.1",daimyo;travesty;procession
190,print,https://research.britishmuseum.org/collectionimages/AN00512/AN00512514_001_l.jpg,Woodblock print. Bijinga. Michinoku of the Tsuruya holding a sake dish. Nishiki-e on paper.,bijin
191,print,https://research.britishmuseum.org/collectionimages/AN00513/AN00513060_001_l.jpg,Woodblock print. Popular culture. Two boys with toy weapons chasing their sister at the Boys' Festival. Nishiki-e on paper.,toy;festival;child
192,print,https://research.britishmuseum.org/collectionimages/AN00513/AN00513057_001_l.jpg,"Woodblock print. Popular culture. Two village girls with bundles of faggots entering a shrine with ox, (according to register, Oharame). Nishiki-e on paper.",tool/implement;shrine;mammal;child
193,diptych print,https://research.britishmuseum.org/collectionimages/AN00524/AN00524258_001_l.jpg,"Woodblock print, diptych (part of). Bijinga. Two women under a wisteria trellis, one holding a box possibly containing a shamisen. Nishiki-e on paper.",plant;musical instrument;bijin
